,Name,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,catagory,description,sub_catagory
1402,Moonglet ,1402.0,1402.0,17.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: moong dhuli dal, Water (to soak and grind), salt, Green chilli, Baking soda, oil, onion, Tomato, Capsicum, Fresh coriander",breakfast
1403,Hawaiin Papaya Salad ,1403.0,1403.0,18.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: papaya, Fresh lime (juiced), watermelon balls or small squares (seedless), fresh pineapple chunks, coconut (unsweetened), vanilla flavoured yogurt (low fat)",breakfast
1404,Vegetable Som Tam Salad ,1404.0,1404.0,19.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: raw papaya, carrot, French bean diamond, cherry tomato, garlic, crush mix chilli, somtam dressing, peanuts (crushed), peanuts",breakfast
1405,Vegetable Bruschetta ,1405.0,1405.0,20.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese",breakfast
1406,Jalapeno Cheese Fingers ,1406.0,1406.0,21.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Yellow cornmeal, Sugar, Baking soda, Salt, Buttermilk (well-shaken), Egg, Cheddar (extra sharp), Scallion (white and pale green parts only), Pickled jalapenos (drained), Unsalted butter, ",breakfast
1407,Spinach And Feta Crepes ,1407.0,1407.0,22.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: milk (whole fat or skimmed), flour, water, butter, honey, salt, vegetable oil, Extra butter (for crisping the crepe), spinach, feta cheese (crumbled), greek yogurt (whisked), honey",breakfast
1408,Red Wine Braised Mushroom Flatbread ,1408.0,1408.0,23.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Olive oil, Fresh buffalo mozzarella cheese, Canned pelati tomatoes (cooked), Pizza/flatbread base, Mushrooms, Red wine, Parsley, Garlic cloves (halved), Salt",breakfast
1409,Fettuccine Pomodoro ,1409.0,1409.0,24.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Fettucine pasta, Olive oil, Onion, Garlic, Roma tomato (diced), Red pepper flakes, Fresh basil, Butter, Dried olive powder",breakfast
1410,Multigrain Sev Puri ,1410.0,1410.0,25.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: papdis, agra sev, potato, Avocado, beans sprout, onion, tomato, coriander, Green chilli, mint sauce, tamarind sauce",breakfast
1411,Compressed Melon Sliders ,1411.0,1411.0,26.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Watermelon, Beans sprout, Tamarind chutney, Mint chutney, Yogurt, Baby spinach, Water melon juice, Soy lecithin",breakfast
1412,Mixed Beans Salad ,1412.0,1412.0,27.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Mixed boiled beans (choose from rajma, chawli, chick peas, hara chana), Spring onions, Tomatoes (diced), Oil, Lemon juice, Basil, Garlic, Salt and pepper, For garnish:, Coriander",breakfast
1413,Ragi Dosa ,1413.0,1413.0,28.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Ragi (nachni) flour, Rice flour, Sour curds, Green chillies, Coriander, Onions, Salt, For tempering:, Mustard seeds, Cumin seeds, Curry leaves, Oil",breakfast
1414,Seafood Rock Filler ,1414.0,1414.0,29.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Baked tart of mixed sea food served with phyllo fruit bowl, Savory tart shell (semi baked), Mixed sea food, Mornay sauce, Assorted herb and seasoning, Phyllo pastry, Assorted seasonal fruit",breakfast
1415,Morning Greed ,1415.0,1415.0,30.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Panini bread, Mint peas mash, Ricotta crumble, Eggs (scrambled), Smoked salmon, Caper berry, Sour cream",breakfast
1416,Spanish Omlette With Nachos ,1416.0,1416.0,31.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Onion, Green pepper, Garlic cloves, Green onion scallions, Yellow and red paprika, Potato (boiled and diced), Eggs, Pepper and salt, Pica de galo, Guacamole, Sour cream, Nachos",breakfast
1417,Californian Breakfast Benedict ,1417.0,1417.0,32.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Brioche loaf, Avocado paste, Eggs, Tomato, Spinach, Nutmeg powder, Phyllo pastry sheet, Assorted seasonal fruits, Hollandaise sauce",breakfast
1418,Cranberry Smoothie ,1418.0,1418.0,33.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: cranberries (dried or frozen or mixed), red apple, custard apple, banana (ripe), lemon juice, salt, cinnamon powder, coconut milk, honey, Ice cubes",breakfast
1419,Baked Raw Banana Samosa ,1419.0,1419.0,34.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: onion, ginger, curry powder, fresh coriander, green chilli, raw banana paste, refined oil, mustard seeds, Phyllo sheets, salt",breakfast
1420,Shrimp &amp; Cilantro Ceviche ,1420.0,1420.0,35.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Prawns, Gherkin, Onion, Cilantro, Mix bell pepper, Tiger milk, Sweet corn, Sea salt, Black pepper, Green lemon juice, Cherry tomato, Edible flower, Coriander stems, Celery stalks, Garlic, Ginger, Red onion, Lemon juice, Sea salt, Black pepper",breakfast
1421,Tutty Fruity Margarita ,1421.0,1421.0,36.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Mango chunks (frozen), Ice, White tequila , Lemon (juiced), Brown sugar",breakfast
1422,Fresh Mango Mary ,1422.0,1422.0,37.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Fresh mango pulp, Lemon juice, Sugar syrup, Tobasco, Worcestershire sauce, Pepper",breakfast
1423,Glee Chee ,1423.0,1423.0,38.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Lychee juice, Rose syrup, Granedine syrup, Lime juice, Soda, Lychee/Strawberry/Rose petal, ",breakfast
1424,Spiced Tango ,1424.0,1424.0,39.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Mango juice, Tabasco, Lime juice, Black salt, Homemade ginger juice, Ice, Green chilly/Mint spring",breakfast
1425,Coconut Mango Oatmeal With Cinnamon Hint ,1425.0,1425.0,40.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Coconut (tender), Coconut milk, Oats, Ripe mango (diced), Castor sugar, Dry fruits, Honey, Cardamom powder",breakfast
1426,Fruit Cube Salad ,1426.0,1426.0,41.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Watermelon, Cantaloupe, Kiwifruiit, Pineapple, Marshmallow, mint leaf (crushed nuts, sesame seeds or cinnamon)",breakfast
1427,Pasta With Tangy Tomato Sauce ,1427.0,1427.0,42.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Wheat flour/Rye four/Barley flour , Water, Rock salt, Tomatoes, Fresh ginger, Fresh/Dry basil leaves, Cinnamon powder, Black pepper, Rock salt, Carrot, Capsicum, Zucchini, Pumpkin, Avocado, Basil leaves",breakfast
1428,Mooli Thepla With Aloo Bhaji ,1428.0,1428.0,43.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Radish leaves, Singhare ka Atta, Samak rice (boiled), Potato (boiled), Green chilli, Ginger, Rock salt (sendha namak), Desi ghee, Potato (boiled), Tomato, Green chilli, Ginger, Fresh coriander, Rock salt (sendha namak), Red chilli powder, Desi ghee",breakfast
1429,Bedmi Puri With Raseele Aloo ,1429.0,1429.0,44.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: urad dal, green chillies, ginger, asafoetida, red chilli powder, coriander powder, jeera powder, aamchur powder, garam masala powder, coriander, cooking oil, atta, semolina (rawa), salt, oil, potato quarters, tomatoes, onion, cumin seeds, coriander powder, cumin powder, turmeric powder, salt, tomato gravy, cooking oil, Fresh coriander leaves, vegetable kachumber, Potato salii, voriander leaves, Green chillies",breakfast
1430,Veg Hakka Noodles ,1430.0,1430.0,45.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Noodles, Salt, Oil, Garlic paste, Ginger paste, Beans, Cabbage, Carrot, Spring onion, Capsicum, Soy sauce, Green chilli sauce, Tomato sauce",breakfast
1431,Masala Chai ,1431.0,1431.0,46.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Cloves, Cardamom, Cinnamon, Star Anise, Water, Tea leaves, Sugar, Milk",breakfast
1432,Strawberry Quinoa Pancakes ,1432.0,1432.0,47.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Quinoa, Milk, Olive oil, Egg (slightly beaten), Baking powder, Orange essence, Castor sugar, Maple syrup, Strawberries (to garnish)",breakfast
1433,Valentine Strawberry Mousse ,1433.0,1433.0,48.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Milk, Butter, Egg yolk, Gelatine, Strawberry puree, Double cream, Sugar",breakfast
1434,Strawberry &amp; Pistachio Breton Tart ,1434.0,1434.0,49.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Plain flour, Baking powder, Sea salt, Unsalted butter, Egg yoks, Castor sugar, Double cream, Yolk, Sugar, Gelatine, Butter, Pistachio paste, Strawberry",breakfast
1435,Samosa Chaat ,1435.0,1435.0,50.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: Samosas, Flat & crisp papdis, Curd, Onion, Tomato, Coriander leaves, Mint coriander chutney/Green chutney, Tamarind chutney, Red chilli powder, Chaat masala, Sev, Salt",breakfast
1436,Idli Pasta ,1436.0,1436.0,51.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: इडली , प्याज, शिमला मिर्च, टमाटर , तेल, हींग, जीरा, नमक , लाल मिर्च पाउडर, हरी मिर्च, सिरका, सोय सॉस, पास्ता सॉस, हरा धनिया",breakfast
1437,Oat And Soya Pancakes  ,1437.0,1437.0,52.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: ओट्स , सोया आटा, मिर्च, हरा धनिया, अदरक लहसुन पेस्ट",breakfast
1438,Aloo Ka Parantha (vrat) ,1438.0,1438.0,53.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: आलू , सेंधा नमक, घी , सूखा आटा, उबले हुए आलू में सेंधा नमक लालमिर्च पाउडर, नींबू का रा हरा धनिया और हरी मिर्च भी डाल सकते हैं। ",breakfast
1439,Makki Ka Paratha Aloowala ,1439.0,1439.0,54.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: एक कप गेंहू का आटा, एक कप मक्की का आटा मिलाकर आटा गूंथ लें, घी, आलू , हरा धनिया, हरी मिर्च, नमक, नींबू रस",breakfast
1440,Achaar Ka Paratha ,1440.0,1440.0,55.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: आम के अचार का मसाला, हरी या लाल मिर्च , आटा( गूंधा हुआ), घी या तेल ",breakfast
1441,Soya Poha ,1441.0,1441.0,56.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: चिड़वा, मटर, बीन्स, क्रम्बल सोया (हर्ब में भीगा हुआ), प्लांट बेस्ट आॅयल, जीरा, सरसों के दाने, कढ़ीपत्ता, अदरक और हरी मिर्च, प्याज, टमाटर, हरा धनिया, नींबू का रस, स्वीट और सॉर सीजनिंग",breakfast
1442,Idli Upma ,1442.0,1442.0,57.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: बची हुई इडली, वेजिटेबल आॅयल, सरसों के दाने, धुली उड़द दाल, चना दाल, साबुत लाल मिर्च, कढ़ीपत्ता, प्याज, हल्दी पाउडर, नमक ",breakfast
1443,Kanchipuram Idlis ,1443.0,1443.0,58.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: चावल , सूजी,  गाजर, बीन्स और मटर",breakfast
1444,Ragi Dosa ,1444.0,1444.0,59.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: रागी आटा, चावल का आटा, खट्टी दही, हरी मिर्च, हरा धनिया, प्याज, नमक, सरसों के दाने, जीरा , कढ़ीपत्ता, तेल",breakfast
1445,Filter Coffee ,1445.0,1445.0,60.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: कॉफी पाउडर, पानी, दूध, चीनी ",breakfast
1446,Cappuccino ,1446.0,1446.0,61.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: दूध, दालचीनी स्टिक, स्ट्रांग कॉफी, चीनी , दालचीनी (पीसी हुई)",breakfast
1447,Carrot Cake Pancakes ,1447.0,1447.0,62.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: ओट्स फ्लार , नमक, बेकिंग सोडा, बेकिंग पाउडर, दालचीनी पाउडर, अदरक पाउडर, जायफल पाउडर, बादाम या सोया मिल्क, नारियल तेल, मैपल सिरप, अंडा, गाजर ",breakfast
1448,Spinach &amp; Banana Pancakes ,1448.0,1448.0,63.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: रोल्ड ओट्स, दूध, पालक, केला , अंडा, दालचीनी पाउडर, वनिला एक्सट्रैक्ट, बेकिंग पाउडर",breakfast
1449,Coconut Pancake ,1449.0,1449.0,64.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: मैदा, बेकिंग पाउडर, नमक, अंडा, मक्खन, नारियल दूध, वनिला एक्सट्रैक्ट, फूड कलर, तेल , कोकोनट फलेक्स, शुगर केन",breakfast
1450,Sattu Parantha ,1450.0,1450.0,65.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: गेंहू का आटा, सत्तू, चने का आटा, ओट्स , प्याज, हरी मिर्च, लहसुन की कलियां, कलौंजी, अजवाइन, अचारी पेस्ट, जैतून का तेल, घी, नमक ",breakfast
1451,French Onion Grilled Cheese ,1451.0,1451.0,66.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: ब्राउचे स्लाइस ब्रेड, प्याज, तेल , एमैंटल चीज़",breakfast
1452,Pasta In Cheese Sauce ,1452.0,1452.0,67.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: दूध, मैदा, मक्खन, कालीमिर्च पाउडर, जायफल, चीज़, पास्ता (आपकी पसंद का)",breakfast
1453,Mushroom Cutlets ,1453.0,1453.0,68.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: मशरूम ( पोंछकर साफ करके काट लें), प्याज, तेल, जीरा, अदरक, आलू (उबालकर मैश किए हुए), धनिया पाउडर, आमचूर, नमक, हरी मिर्च, अंडे, मैदा, ड्राई ब्रेड क्रम्बस, तेल",breakfast
1454,Red Velvet Pancake ,1454.0,1454.0,69.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: मैदा, चीनी, बेकिंग कोको, बेकिंग सोडा, नमक, छाछ, अंडे , बटर और मैपल सिरप",breakfast
1455,Deviled Scotch Egg ,1455.0,1455.0,70.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: लैंब कीमा, रोजमेरी, थाइम, अंडे (सख्त उबलाकर छिलका उतार लें), मैदा, अंडे (हल्के फेंटे हुए), पैंको, मूंगफली तेल, नमक, कालीमिर्च, मेयोनीज़, एप्पल सिडर विनेगर, इंग्लिश मस्टर्ड, नमक, कालीमिर्च, पैपरिका और जैतुन पाउडर",breakfast
1456,Sweet Faraali Pancakes ,1456.0,1456.0,71.0,,,,,,,,,,,,,,,,,,,,,"Key Ingredients: समवा मिलेट, कुट्टू , नारियल, गुड़, केला, सेंधा नमक, इलाइची पाउडर, घी ",breakfast
1457,Aloo gobi,1457.0,0.0,,,,,,,,,,,,,,,,,,,,,,"Cauliflower with potatoes sautéed with garam masala, turmeric, sometimes kalonji and curry leaves.",
1458,Aloo tikki,1458.0,1.0,,,,,,,,,,,,,,,,,,,,,,Patties of potato mixed with some vegetables fried,
1459,Aloo matar,1459.0,2.0,,,,,,,,,,,,,,,,,,,,,,Potatoes and peas in curry,
1460,Aloo methi,1460.0,3.0,,,,,,,,,,,,,,,,,,,,,,"Potato, fresh Methi leaves.",
1461,Aloo shimla mirch,1461.0,4.0,,,,,,,,,,,,,,,,,,,,,,"Green capsicum with potatoes sautéed with cumin seeds, onions, tomatoes, ginger-garlic paste, turmeric, red chilli powder and garam masala",
1462,Amriti with rabdi,1462.0,5.0,,,,,,,,,,,,,,,,,,,,,,A dessert,
1463,Amritsari fish,1463.0,6.0,,,,,,,,,,,,,,,,,,,,,,"Fried fish made with curry, ginger and garlic",
1464,kulcha,1464.0,7.0,,,,,,,,,,,,,,,,,,,,,,Type of bread,
1465,Baati,1465.0,8.0,,,,,,,,,,,,,,,,,,,,,,"Ghee (clarified butter), wheat flour",
1466,Bhatura,1466.0,9.0,,,,,,,,,,,,,,,,,,,,,,Bread. All-purpose flour,
1467,Bhindi masala,1467.0,10.0,,,,,,,,,,,,,,,,,,,,,,Okra sautéed with onions and tomatoes,
1468,Biryani,1468.0,11.0,,,,,,,,,,,,,,,,,,,,,,"Main or side dish. Mixed rice dish, optional spices, optional vegetables, meats or seafood. Can be served with plain yogurt.",
1469,Butter chicken,1469.0,12.0,,,,,,,,,,,,,,,,,,,,,,Also known as murgh mahal,
1470,Chaat,1470.0,13.0,,,,,,,,,,,,,,,,,,,,,,"Street food. Potato patty fried in oil, topped with sweet yogurt, and other sauces, spices",
1471,Chana masala,1471.0,14.0,,,,,,,,,,,,,,,,,,,,,,"Chickpeas of the Chana type in tomato based sauce.
",
1472,Chapati,1472.0,15.0,,,,,,,,,,,,,,,,,,,,,,Bread. Whole wheat flour,
1473,Chicken razala,1473.0,16.0,,,,,,,,,,,,,,,,,,,,,,Bhopali style chicken cooked in a rich gravy with mint,
1474,Chicken Tikka,1474.0,17.0,,,,,,,,,,,,,,,,,,,,,,Chicken with spices served on a skewer,
1475,Chicken Tikka masala,1475.0,18.0,,,,,,,,,,,,,,,,,,,,,,"Chicken marinated in a Yogurt tomato sauce. Creamy texture.
",
1476,Chole bhature,1476.0,19.0,,,,,,,,,,,,,,,,,,,,,,"Main course. Chick peas, assorted spices, wheat flour and yeast for bhatura.",
1477,Daal baati,1477.0,20.0,,,,,,,,,,,,,,,,,,,,,,Rajasthani special,
1478,Daal puri,1478.0,21.0,,,,,,,,,,,,,,,,,,,,,,Stuffed dal in parathas,
1479,Dal makhani,1479.0,22.0,,,,,,,,,,,,,,,,,,,,,,Main course. Lentil.,
1480,Dal,1480.0,24.0,,,,,,,,,,,,,,,,,,,,,,"Assorted types of lentils, such as toor, urad, chana, masoor dal",
1481,Dal,1481.0,25.0,,,,,,,,,,,,,,,,,,,,,,Typical north Indian tadka,
1482,Dum aloo,1482.0,26.0,,,,,,,,,,,,,,,,,,,,,,Potatoes cooked in curry,
1483,Poha,1483.0,27.0,,,,,,,,,,,,,,,,,,,,,,"Specialty from Madhya Pradesh. Common snack in central part of India. Flattended rice, potato, turmeric.",
1484,Fara,1484.0,28.0,,,,,,,,,,,,,,,,,,,,,,Stuffed Lentil Dumplings,
1485,French bean aloo,1485.0,29.0,,,,,,,,,,,,,,,,,,,,,,"Diced French beans with potatoes cooked with chopped onions, tomatoes sautéed with cumin seeds, green chillies and garam masala",
1486,Gajar ka halwa,1486.0,30.0,,,,,,,,,,,,,,,,,,,,,,"A sweet dish native to U.P. / Punjab. Carrot, Milk, Ghee, Cashew.",
1487,Gajar matar aloo,1487.0,31.0,,,,,,,,,,,,,,,,,,,,,,"Diced red/orange carrots and potatoes sautéed with black mustard leaves, garnished with ground black pepper powder and lemon juice",
1488,Gobhi matar,1488.0,32.0,,,,,,,,,,,,,,,,,,,,,,Cauliflower in a tomato sauce,
1489,Imarti,1489.0,33.0,,,,,,,,,,,,,,,,,,,,,,A spherically meshed sweet dish from North India made up of batter from moong dal dipped in sugary syrup,
1490,Hari mutter ka nimona (green peas daal),1490.0,34.0,,,,,,,,,,,,,,,,,,,,,,Typical north Indian tadka,
1491,Jalebi,1491.0,35.0,,,,,,,,,,,,,,,,,,,,,,A North Indian twisted noodle like sweet dish dipped in sugary syrup,
1492,Jaleba,1492.0,36.0,,,,,,,,,,,,,,,,,,,,,,Bigger form of jalebi,
1493,Kachori,1493.0,37.0,,,,,,,,,,,,,,,,,,,,,,Rajasthani / Marwari special,
1494,Kadai,1494.0,38.0,,,,,,,,,,,,,,,,,,,,,,Paneer and green peppers in tomato gravy,
1495,Kadhi,1495.0,39.0,,,,,,,,,,,,,,,,,,,,,,Gram flour with yogurt with gramflour fried balls,
1496,Karela bharta,1496.0,40.0,,,,,,,,,,,,,,,,,,,,,,Bitter gourd/melon,
1497,Katha meetha petha / halwakadoo,1497.0,41.0,,,,,,,,,,,,,,,,,,,,,,Pumpkin cooked in spices,
1498,Kheer,1498.0,42.0,,,,,,,,,,,,,,,,,,,,,,Rice cooked with milk and dry fruits,
1499,Khichdi,1499.0,43.0,,,,,,,,,,,,,,,,,,,,,,Rice cooked with daal and veggies and sauteed,
1500,Kofta,1500.0,44.0,,,,,,,,,,,,,,,,,,,,,,"Gram flour balls fried with vegetables. Gram flour, veggies, rolled into balls with gram flour and fried in oil and then cooked with curry.",
1501,Kulfi,1501.0,45.0,,,,,,,,,,,,,,,,,,,,,,A dessert to ward off sweltering heat of summers,
1502,Lauki ke kofte,1502.0,46.0,,,,,,,,,,,,,,,,,,,,,,Bottle gourd,
1503,Lauki ki subji,1503.0,47.0,,,,,,,,,,,,,,,,,,,,,,Bottle gourd,
1504,Litti chokha,1504.0,48.0,,,,,,,,,,,,,,,,,,,,,,A baked salted wheat flour cake filled with sattu (baked chickpea flour) and some special spices,
1505,Makki di roti,1505.0,49.0,,,,,,,,,,,,,,,,,,,,,,"Creamed sarson (mustard) leaves, with heavily buttered roti made from corn flour.  Punjabi winter favorite.",
1506,Mathura ke pede,1506.0,50.0,,,,,,,,,,,,,,,,,,,,,,Sort of a confection,
1507,Methi,1507.0,51.0,,,,,,,,,,,,,,,,,,,,,,Veggie leaves sauteed in oil and garlic with little masalas. Cooked mostly in central part of India.,
1508,Misi roti,1508.0,52.0,,,,,,,,,,,,,,,,,,,,,,"Whole wheat & gram flour dough ground masalas, pan fried",
1509,Mixed vegetable,1509.0,53.0,,,,,,,,,,,,,,,,,,,,,,"As it sounds, slow cooked with a tomato sauce added.",
1510,Moong dal ka halwa,1510.0,54.0,,,,,,,,,,,,,,,,,,,,,,"Made with yellow lentils, milk, sugar and, nuts",
1511,Mushroom do pyaza,1511.0,56.0,,,,,,,,,,,,,,,,,,,,,,Mushrooms & Onions in a tomato masala sauce spiced with chilles,
1512,Mushroom matar,1512.0,57.0,,,,,,,,,,,,,,,,,,,,,,Mushrooms and sweet peas in a masala/chili sauce,
1513,Naan Roti,1513.0,58.0,,,,,,,,,,,,,,,,,,,,,,Tandoor-baked soft flatbread. Refined wheat flour.,
1514,Navrattan korma,1514.0,59.0,,,,,,,,,,,,,,,,,,,,,,"Vegetables, Nuts, Paneer Cheese in a tomato cream sauce",
1515,Pakhala,1515.0,60.0,,,,,,,,,,,,,,,,,,,,,,Cooked rice with water,
1516,Palak paneer,1516.0,61.0,,,,,,,,,,,,,,,,,,,,,,Paneer cubes in spinach gravy,
1517,Paneer butter masala,1517.0,62.0,,,,,,,,,,,,,,,,,,,,,,"Anything ""Paneer"" is made with an Indian Cheese. Paneer is substituted for meat in Vegetarian dishes",
1518,Paneer tikka masala,1518.0,63.0,,,,,,,,,,,,,,,,,,,,,,Ditto as above,
1519,Pani puri,1519.0,64.0,,,,,,,,,,,,,,,,,,,,,,Typical Indian tadka,
1520,Panjeeri,1520.0,65.0,,,,,,,,,,,,,,,,,,,,,,"A mixture of butter dried fruits and whole wheat flour served as a dessert.
",
1521,Papad,1521.0,66.0,,,,,,,,,,,,,,,,,,,,,,"A crispy add on to Lunch and Dinner, for adding a spicy and crunchier taste to food.
",
1522,Paratha,1522.0,67.0,,,,,,,,,,,,,,,,,,,,,,"Bread. Wheat flour. Can be stuffed. Common stuffings: potato mixture, paneer, muli(white radish).",
1523,Pattor,1523.0,68.0,,,,,,,,,,,,,,,,,,,,,,A flour based snack,
1524,Phirni,1524.0,69.0,,,,,,,,,,,,,,,,,,,,,,"Rice Pudding
",
1525,Pindi chana,1525.0,70.0,,,,,,,,,,,,,,,,,,,,,,"Anything ""Chana"" has as its base chickpeas.
",
1526,Pinni,1526.0,71.0,,,,,,,,,,,,,,,,,,,,,,"An almond based dessert
",
1527,Rajma chaval,1527.0,72.0,,,,,,,,,,,,,,,,,,,,,,Bean curry with rice,
1528,Rajma,1528.0,73.0,,,,,,,,,,,,,,,,,,,,,,Main. Kidney beans & assorted spices.,
1529,Ramatori subji,1529.0,74.0,,,,,,,,,,,,,,,,,,,,,,"Spicy side dish made with any two vegetables i.e. potatoes and cabbage
",
1530,Rongi,1530.0,75.0,,,,,,,,,,,,,,,,,,,,,,"Black eyes peas, onions and tomatoes in a curry sauce
",
1531,Samosa,1531.0,76.0,,,,,,,,,,,,,,,,,,,,,,"Normally served as an entree or appetiser. Potatoes, onions, peas, coriander, and lentils, may be served with a mint or tamarind sauce",
1532,Samose,1532.0,77.0,,,,,,,,,,,,,,,,,,,,,,Typical north Indian tadka,
1533,Sattu ki roti,1533.0,78.0,,,,,,,,,,,,,,,,,,,,,,Dish from Bihar,
1534,Shahi paneer,1534.0,79.0,,,,,,,,,,,,,,,,,,,,,,"A popular Indian, as well as Punjabi and Nepalese dish, made with paneer in a thick cream and tomato gravy and spices",
1535,Shahi tukra,1535.0,80.0,,,,,,,,,,,,,,,,,,,,,,"Bread pudding in a rich sauce of thickened milk, garnished with sliced almonds",
1536,Singhada halwa,1536.0,81.0,,,,,,,,,,,,,,,,,,,,,,Lotus fruit dried and powdered to make this fasting sweet meat,
1537,Sooji,1537.0,82.0,,,,,,,,,,,,,,,,,,,,,,"Semolina cooked with clarified butter and dry fruits. Semolina (Suji), clarified butter, cashew nuts.",
1538,Sweet pethas / kesar petha / pista petha,1538.0,83.0,,,,,,,,,,,,,,,,,,,,,,"A ravioli like dessert stuffed with a choice of fillings and equally popular in various parts of India and Pakistan
",
1539,jalfrezi,1539.0,84.0,,,,,,,,,,,,,,,,,,,,,,"Meat and spices fried in a pan. Can be vegetarian as well.
",
1540,Tandoori Chicken,1540.0,85.0,,,,,,,,,,,,,,,,,,,,,,"Tandoori chicken as a dish originated in the Punjab before the independence of India and Pakistan.
",
1541,"Tandoori Fish Tikka
",1541.0,86.0,,,,,,,,,,,,,,,,,,,,,,"Fish marinated in lime and ginger and cooked over an open fire.
",
